timestamp,frame_no,EAR_L,EAR_R,EAR_mean,MAR,head_tilt,fused_score,alert
2025-10-16T06:21:43.123715,1,0.2696299255199709,0.3322513057758218,0.3009406156478963,0.0,11.88446699439275,0.0,False
2025-10-16T06:21:43.220380,2,0.2764656509300293,0.29395275208395316,0.28520920150699125,0.0,11.909951252380788,0.0,False
2025-10-16T06:21:43.241874,3,0.28088133962610984,0.32495899486316243,0.3029201672446361,0.0,11.5510072625253,0.0,False
2025-10-16T06:21:43.260015,4,0.26202897836678624,0.29748539870767354,0.27975718853722986,0.0,11.89291067671012,0.0,False
2025-10-16T06:21:43.276993,5,0.27127804576620057,0.3032040458939604,0.2872410458300805,0.0,11.711494300376275,0.0,False
2025-10-16T06:21:43.298311,6,0.2571922625628131,0.29376409841146794,0.2754781804871405,0.0,12.020040985983822,0.0,False
2025-10-16T06:21:43.330717,7,0.26034376349163896,0.2673822365293195,0.26386300001047924,0.0,11.875918094793539,0.0,False
2025-10-16T06:21:43.362106,8,0.2688746510581676,0.29320051628694205,0.2810375836725548,0.0,12.037202320365756,0.0,False
2025-10-16T06:21:43.393655,9,0.2738960393389708,0.28484364594794254,0.27936984264345666,0.0,11.731217378188811,0.0,False
2025-10-16T06:21:43.425015,10,0.28088133962610984,0.2824901566081271,0.28168574811711844,0.0,11.825226322041994,0.0,False
2025-10-16T06:21:43.459575,11,0.25585180539265306,0.292979108527165,0.27441545695990904,0.0,12.02004098598385,0.0,False
2025-10-16T06:21:43.507066,12,0.265636430432461,0.2771621883269724,0.2713993093797167,0.0,12.048984544698051,0.0,False
2025-10-16T06:21:43.540424,13,0.25221328879877586,0.30401643183541194,0.27811486031709387,0.0,11.664401278137262,0.0,False
2025-10-16T06:21:43.603491,14,0.265636430432461,0.3002477291916766,0.28294207981206876,0.0,11.791668147079372,0.0,False
2025-10-16T06:21:43.623838,15,0.27099864043569627,0.29376409841146794,0.2823813694235821,0.0,12.209119758496229,0.0,False
2025-10-16T06:21:43.649767,16,0.2795801978607117,0.306804601597463,0.29319239972908734,0.0,11.681034839843432,0.0,False
2025-10-16T06:21:43.703849,17,0.2860443669075637,0.31868189828564897,0.3023631325966063,0.0,11.842076115327755,0.0,False
2025-10-16T06:21:43.770736,18,0.2886193611720498,0.3032040458939604,0.2959117035330051,0.0,11.647814367296641,0.0,False
2025-10-16T06:21:43.789581,19,0.2780885441782163,0.287121967794601,0.2826052559864086,0.0,11.326040367751908,0.0,False
2025-10-16T06:21:43.816856,20,0.2688746510581676,0.2824901566081271,0.27568240383314735,0.0,11.681034839843436,0.0,False
2025-10-16T06:21:43.834211,21,0.28279266510406453,0.30401643183541194,0.29340454846973824,0.0,11.778367936170168,0.0,False
2025-10-16T06:21:43.863716,22,0.28094278676574114,0.31115054367392075,0.2960466652198309,0.0,11.95658424314913,0.0,False
2025-10-16T06:21:43.893233,23,0.28893828263613214,0.30762663464248896,0.2982824586393106,0.0,12.209119758496222,0.0,False
2025-10-16T06:21:43.924120,24,0.28893828263613214,0.31115054367392075,0.30004441315502645,0.0,12.306559873039923,0.0,False
2025-10-16T06:21:43.954340,25,0.28247949454780735,0.3002477291916766,0.29136361186974197,0.0,12.680383491819821,0.0,False
2025-10-16T06:21:43.971825,26,0.2837280424429812,0.3032040458939604,0.2934660441684708,0.0,12.644394941182806,0.0,False
2025-10-16T06:21:44.001123,27,0.2836729449104911,0.33570463694092906,0.3096887909257101,0.0,12.564384096701765,0.0,False
2025-10-16T06:21:44.034352,28,0.29551708230579476,0.32201760658530953,0.30876734444555215,0.0,12.421862841257706,0.0,False
2025-10-16T06:21:44.066483,29,0.31798767866293515,0.34998425106304526,0.3339859648629902,0.0,12.430052937837134,0.0,False
2025-10-16T06:21:44.097526,30,0.2967545240361528,0.32523236155578644,0.31099344279596963,0.0,12.404213169109655,0.0,False
2025-10-16T06:21:44.131090,31,0.2897930953880785,0.3331045645645442,0.31144882997631135,0.0,12.600159826080665,0.0,False
2025-10-16T06:21:44.155601,32,0.29499367071441596,0.3290596523080125,0.3120266615112142,0.0,12.636136549292837,0.0,False
2025-10-16T06:21:44.185591,33,0.29499367071441596,0.3321970418913817,0.3135953563028988,0.0,12.466616625405063,0.0,False
2025-10-16T06:21:44.243241,34,0.29499367071441596,0.32523236155578644,0.3101130161351012,0.0,12.80426606528674,0.0,False
2025-10-16T06:21:44.275456,35,0.2856038669598038,0.3290596523080125,0.30733175963390813,0.0,12.448959198500793,0.0,False
2025-10-16T06:21:44.304000,36,0.30444173524075696,0.3076178970502004,0.30602981614547864,0.0,12.484323417225603,0.0,False
2025-10-16T06:21:44.338783,37,0.3048789103217,0.3259181046748641,0.315398507498282,0.0,12.243845037901572,0.0,False
2025-10-16T06:21:44.377163,38,0.28805407268324396,0.3154970894799436,0.30177558108159375,0.0,11.795204152360538,0.0,False
2025-10-16T06:21:44.405506,39,0.27385352572836563,0.3096587466894105,0.2917561362088881,0.0,12.439562018846551,0.0,False
2025-10-16T06:21:44.439843,40,0.2854182012635048,0.338240137089422,0.3118291691764634,0.0,13.235795658971574,0.0,False
2025-10-16T06:21:44.470692,41,0.2754497148823571,0.3351267409886634,0.30528822793551025,0.0,12.969743435756856,0.0,False
2025-10-16T06:21:44.501401,42,0.2934542749981631,0.36129067713481755,0.32737247606649034,0.0,12.99461679191651,0.0,False
2025-10-16T06:21:44.519904,43,0.2934542749981631,0.36129067713481755,0.32737247606649034,0.0,12.99461679191651,0.0,False
2025-10-16T06:21:44.539410,44,0.2754497148823571,0.35584009190520105,0.31564490339377904,0.0,13.037812309483119,0.0,False
2025-10-16T06:21:44.577769,45,0.27238849278446153,0.3261508878556318,0.2992696903200467,0.0,12.939139454157718,0.0,False
2025-10-16T06:21:44.644557,46,0.27214398160221853,0.3322067518992537,0.3021753667507361,0.0,12.680383491819821,0.0,False
2025-10-16T06:21:44.675771,47,0.28476302432558837,0.32325626294429016,0.30400964363493926,0.0,12.306559873039953,0.0,False
2025-10-16T06:21:44.712578,48,0.28862058620257736,0.3563685696141243,0.3224945779083508,0.0,12.376829870587606,0.0,False
2025-10-16T06:21:44.743788,49,0.27003336628934166,0.3393825599183869,0.3047079631038643,0.0,12.574208475808657,0.0,False
2025-10-16T06:21:44.776392,50,0.27564532909242606,0.3054650313682836,0.29055518023035487,0.0,12.849148186412489,0.0,False
2025-10-16T06:21:44.806416,51,0.2588980245071125,0.28894580988596574,0.27392191719653913,0.0,12.860793059094538,0.0,False
2025-10-16T06:21:44.836427,52,0.2982011128617025,0.3049145986597519,0.3015578557607272,0.0,13.181457196295321,0.0,False
2025-10-16T06:21:44.871117,53,0.27859569875412227,0.33434767885682637,0.3064716888054743,0.0,13.280184692175785,0.0,False
2025-10-16T06:21:44.890756,54,0.302393314848482,0.3456852131253587,0.32403926398692035,0.0,13.32008352245609,0.0,False
2025-10-16T06:21:44.916804,55,0.27859569875412227,0.3458622640372375,0.3122289813956799,0.0,13.351636414570194,0.0,False
2025-10-16T06:21:44.948311,56,0.2708527096013259,0.33511776151037503,0.30298523555585044,0.0,13.79642235148922,0.0,False
2025-10-16T06:21:44.980993,57,0.2904317235142629,0.3462961920053208,0.31836395775979187,0.0,13.502861394657172,0.0,False
2025-10-16T06:21:45.043872,58,0.26525962283134563,0.34825909942791033,0.306759361129628,0.0,14.800141928856469,0.0,False
2025-10-16T06:21:45.079948,59,0.27784848332799805,0.3514853487847978,0.31466691605639796,0.0,13.64381275858562,0.0,False
2025-10-16T06:21:45.108835,60,0.27180540434136247,0.3350415174410553,0.30342346089120886,0.0,14.105833449309888,0.0,False
2025-10-16T06:21:45.140239,61,0.25318471498562345,0.3237427936262637,0.28846375430594356,0.0,14.79676224505733,0.0,False
2025-10-16T06:21:45.173488,62,0.2547021201931379,0.29361010975735174,0.27415611497524484,0.0,14.520811604309591,0.0,False
2025-10-16T06:21:45.209928,63,0.2379719166100548,0.2836191805864828,0.2607955485982688,0.0,14.292964183603617,0.0,False
2025-10-16T06:21:45.236674,64,0.2428188804535738,0.27137327465928585,0.2570960775564298,0.0,14.362313489635318,0.0,False
2025-10-16T06:21:45.287397,65,0.2379719166100548,0.2549653622102728,0.24646863941016378,0.0,14.407535343098642,0.0,False
2025-10-16T06:21:45.311557,66,0.2379719166100548,0.2719938660847841,0.25498289134741947,0.0,14.641048558048984,0.0,False
2025-10-16T06:21:45.341774,67,0.24781198701111634,0.2425682357556547,0.24519011138338553,0.0,13.734200388508194,0.0,False
2025-10-16T06:21:45.369586,68,0.26132652310690474,0.24738827892158477,0.25435740101424476,0.0,12.590382945535145,0.0,False
2025-10-16T06:21:45.387998,69,0.22524154283911543,0.15311373446919868,0.18917763865415704,0.0,11.054312464081193,0.0,False
2025-10-16T06:21:45.442655,70,0.23353228208736665,0.15752409663923467,0.19552818936330066,0.0,12.761115162530025,0.0,False
2025-10-16T06:21:45.475451,71,0.23861387523594274,0.18199131032805055,0.21030259278199664,0.0,13.874260677923143,0.0,False
2025-10-16T06:21:45.504540,72,0.2225289641418809,0.2377152337748594,0.23012209895837016,0.0,14.641048558048984,0.0,False
2025-10-16T06:21:45.537954,73,0.2157897991949729,0.20937884073865884,0.21258431996681587,0.0,14.793203943017883,0.0006164383561643837,False
2025-10-16T06:21:45.571112,74,0.21640476954156435,0.244841769134173,0.23062326933786867,0.0,14.674149499611428,0.0006081081081081082,False
2025-10-16T06:21:45.603460,75,0.21640476954156435,0.22907160405181395,0.22273818679668916,0.0,14.604447446790108,0.0006000000000000001,False
2025-10-16T06:21:45.622270,76,0.23716474967368653,0.2467554500897541,0.24196009988172032,0.0,14.579875226746838,0.0005921052631578948,False
2025-10-16T06:21:45.650297,77,0.22248123796264146,0.2530198813772028,0.23775055966992215,0.0,14.1068047370731,0.0005844155844155845,False
2025-10-16T06:21:45.682091,78,0.2391155129117994,0.2285246675094078,0.2338200902106036,0.0,13.989260469426352,0.000576923076923077,False
2025-10-16T06:21:45.715794,79,0.23305274765453726,0.23398649663922372,0.2335196221468805,0.0,13.989585677333563,0.000569620253164557,False
2025-10-16T06:21:45.745716,80,0.21747143488484338,0.2486166805189152,0.2330440577018793,0.0,13.621397929215496,0.0005625000000000001,False
