Timestamp,EAR,MAR,HeadTilt,Status
08:10:55,0.3,0.888,15.15,Yawning
08:10:55,0.298,0.903,13.89,Yawning
08:10:55,0.3,0.895,14.56,Yawning
08:10:55,0.29,0.866,13.82,Yawning
08:10:55,0.299,0.866,14.04,Yawning
08:10:55,0.287,0.916,14.77,Yawning
08:10:55,0.276,0.928,14.91,Yawning
08:10:55,0.284,0.98,14.77,Yawning
08:10:55,0.271,0.888,14.04,Yawning
08:10:55,0.283,0.914,15.07,Yawning
08:10:55,0.275,0.976,15.95,Yawning
08:10:55,0.314,0.903,15.15,Yawning
08:10:55,0.306,0.925,14.48,Yawning
08:10:55,0.294,0.919,14.77,Yawning
08:10:55,0.308,0.932,14.85,Yawning
08:10:55,0.301,0.944,14.77,Yawning
08:10:55,0.31,0.871,14.85,Yawning
08:10:55,0.297,0.932,14.04,Yawning
08:10:55,0.3,0.859,14.48,Yawning
08:10:55,0.294,0.939,14.91,Yawning
08:10:55,0.304,0.922,14.99,Yawning
08:10:55,0.306,0.898,14.77,Yawning
08:10:55,0.294,0.913,14.83,Yawning
08:10:55,0.295,0.954,14.7,Yawning
08:10:55,0.298,0.933,14.99,Yawning
08:10:56,0.322,0.877,15.09,Yawning
08:10:56,0.315,0.856,14.49,Yawning
08:10:56,0.343,0.947,13.88,Yawning
08:10:56,0.321,0.913,13.88,Yawning
08:10:56,0.322,0.881,13.57,Yawning
08:10:56,0.334,0.911,14.27,Yawning
08:10:56,0.323,0.862,14.11,Yawning
08:10:56,0.334,0.883,13.2,Yawning
08:10:56,0.334,0.998,11.94,Yawning
08:10:56,0.326,0.997,12.07,Yawning
08:10:56,0.345,1.06,11.7,Yawning
08:10:56,0.325,1.06,12.49,Yawning
08:10:56,0.318,1.163,11.11,Yawning
08:10:56,0.306,1.275,11.71,Yawning
08:10:56,0.221,1.275,12.34,Eyes Closed
08:10:56,0.206,0.974,11.51,Eyes Closed
08:10:56,0.161,0.84,12.03,Eyes Closed
08:10:56,0.247,0.821,11.7,Eyes Closed
08:10:56,0.229,0.81,12.14,Eyes Closed
08:10:56,0.239,0.767,12.8,Eyes Closed
08:10:56,0.194,0.772,12.67,Eyes Closed
08:10:56,0.214,0.805,11.86,Eyes Closed
08:10:56,0.224,0.757,19.49,Eyes Closed
08:10:56,0.262,0.689,21.04,Head Tilted
08:10:56,0.291,0.772,21.56,Yawning
08:10:56,0.288,0.642,24.18,Head Tilted
08:10:56,0.298,0.734,25.17,Head Tilted
08:10:56,0.311,0.679,26.84,Head Tilted
08:10:56,0.296,0.656,27.76,Head Tilted
08:10:57,0.295,0.731,29.31,Head Tilted
08:10:57,0.282,0.716,28.4,Head Tilted
08:10:57,0.291,0.707,28.75,Head Tilted
08:10:57,0.3,0.733,30.38,Head Tilted
08:10:57,0.294,0.718,29.6,Head Tilted
08:10:57,0.301,0.76,29.25,Yawning
08:10:57,0.306,0.786,29.39,Yawning
08:10:57,0.299,0.762,28.22,Yawning
08:10:57,0.294,0.749,28.07,Head Tilted
08:10:57,0.291,0.717,26.44,Head Tilted
08:10:57,0.301,0.738,27.21,Head Tilted
08:10:57,0.299,0.782,27.34,Yawning
08:10:57,0.302,0.761,25.03,Yawning
08:10:57,0.302,0.801,24.61,Yawning
08:10:57,0.305,0.766,24.11,Yawning
08:10:57,0.276,0.768,22.6,Yawning
08:10:57,0.282,0.648,21.12,Head Tilted
08:10:57,0.259,0.692,19.24,Normal
08:10:57,0.114,0.776,12.67,Eyes Closed
08:10:57,0.214,0.908,10.43,Eyes Closed
08:10:57,0.276,1.036,12.5,Yawning
08:10:57,0.257,0.92,10.83,Yawning
08:10:57,0.265,0.88,11.13,Yawning
08:10:57,0.267,0.949,9.78,Yawning
08:10:57,0.26,0.995,8.22,Yawning
08:10:57,0.279,0.926,6.59,Yawning
08:10:57,0.291,0.919,4.63,Yawning
08:10:57,0.272,0.932,1.97,Yawning
08:10:57,0.26,0.908,0.0,Yawning
08:10:57,0.269,0.922,1.96,Yawning
08:10:58,0.285,0.863,6.23,Yawning
08:10:58,0.277,0.892,8.45,Yawning
08:10:58,0.28,0.876,9.73,Yawning
08:10:58,0.28,0.868,9.46,Yawning
08:10:58,0.294,0.89,10.8,Yawning
08:10:58,0.306,0.854,11.44,Yawning
08:10:58,0.293,0.844,12.7,Yawning
08:10:58,0.296,0.821,13.09,Yawning
08:10:58,0.301,0.826,13.41,Yawning
08:10:58,0.297,0.843,13.8,Yawning
08:10:58,0.289,0.826,13.48,Yawning
08:10:58,0.267,0.844,13.96,Yawning
08:10:58,0.287,0.843,13.48,Yawning
08:10:58,0.265,0.854,13.56,Yawning
08:10:58,0.199,0.869,12.53,Eyes Closed
08:10:58,0.141,0.836,12.53,Eyes Closed
08:10:58,0.109,0.873,11.89,Eyes Closed
08:10:58,0.134,0.843,11.44,Eyes Closed
08:10:58,0.183,0.869,10.54,Eyes Closed
08:10:58,0.234,0.863,9.89,Eyes Closed
08:10:58,0.224,0.874,9.46,Eyes Closed
08:10:58,0.273,0.867,8.87,Yawning
08:10:58,0.258,0.863,7.85,Yawning
08:10:58,0.272,0.874,7.85,Yawning
08:10:58,0.275,0.832,7.45,Yawning
08:10:58,0.28,0.861,7.72,Yawning
08:10:58,0.262,0.859,7.68,Yawning
08:10:58,0.289,0.859,7.72,Yawning
08:10:58,0.288,0.885,7.99,Yawning
08:10:58,0.279,0.873,8.94,Yawning
08:10:59,0.272,0.931,10.25,Yawning
08:10:59,0.282,0.893,12.25,Yawning
08:10:59,0.311,0.873,11.94,Yawning
08:10:59,0.285,0.918,12.12,Yawning
08:10:59,0.288,0.895,11.25,Yawning
08:10:59,0.275,0.875,10.94,Yawning
08:10:59,0.267,0.904,10.28,Yawning
08:10:59,0.292,0.895,9.87,Yawning
08:10:59,0.288,0.889,9.46,Yawning
08:10:59,0.284,0.9,8.43,Yawning
08:10:59,0.264,0.861,7.88,Yawning
08:10:59,0.279,0.817,5.74,Yawning
08:10:59,0.29,0.889,6.99,Yawning
08:10:59,0.298,0.846,6.82,Yawning
08:10:59,0.278,0.814,5.58,Yawning
08:10:59,0.245,0.846,5.63,Eyes Closed
08:10:59,0.233,0.809,6.04,Eyes Closed
08:10:59,0.253,0.85,7.16,Yawning
08:10:59,0.29,0.882,7.71,Yawning
08:10:59,0.293,0.841,9.34,Yawning
08:10:59,0.291,0.86,8.59,Yawning
08:10:59,0.297,0.868,9.71,Yawning
08:10:59,0.303,0.852,10.35,Yawning
08:10:59,0.296,0.807,11.01,Yawning
08:10:59,0.287,0.832,11.92,Yawning
08:10:59,0.292,0.809,11.88,Yawning
08:10:59,0.287,0.836,10.85,Yawning
08:10:59,0.29,0.813,9.89,Yawning
08:10:59,0.292,0.907,9.59,Yawning
08:10:59,0.282,0.885,10.81,Yawning
08:11:00,0.282,0.864,10.51,Yawning
08:11:00,0.3,0.838,10.05,Yawning
08:11:00,0.307,0.816,9.89,Yawning
08:11:00,0.287,0.781,9.16,Yawning
08:11:00,0.29,0.865,8.65,Yawning
08:11:00,0.304,0.812,8.28,Yawning
08:11:00,0.294,0.871,8.31,Yawning
08:11:00,0.298,0.864,7.51,Yawning
08:11:00,0.273,0.874,7.84,Yawning
08:11:00,0.277,0.843,8.35,Yawning
08:11:00,0.291,0.859,7.42,Yawning
08:11:00,0.293,0.826,7.68,Yawning
08:11:00,0.274,0.897,7.35,Yawning
08:11:00,0.295,0.881,7.35,Yawning
08:11:00,0.29,0.857,6.83,Yawning
08:11:00,0.294,0.872,7.65,Yawning
08:11:00,0.307,0.893,7.94,Yawning
08:11:00,0.294,0.84,7.39,Yawning
08:11:00,0.287,0.835,7.13,Yawning
08:11:00,0.289,0.851,7.45,Yawning
08:11:00,0.272,0.911,7.16,Yawning
08:11:00,0.315,0.909,6.79,Yawning
08:11:00,0.316,0.985,6.37,Yawning
08:11:00,0.296,0.895,6.74,Yawning
08:11:00,0.325,0.851,7.06,Yawning
08:11:00,0.299,0.838,4.88,Yawning
08:11:00,0.287,0.937,6.31,Yawning
08:11:00,0.266,0.886,7.59,Yawning
08:11:00,0.28,0.861,7.67,Yawning
08:11:00,0.291,0.94,6.21,Yawning
08:11:01,0.29,0.863,5.89,Yawning
08:11:01,0.275,0.856,7.2,Yawning
08:11:01,0.287,0.914,6.59,Yawning
08:11:01,0.288,0.907,8.01,Yawning
08:11:01,0.282,0.878,6.81,Yawning
08:11:01,0.263,0.825,7.58,Yawning
08:11:01,0.268,0.841,6.81,Yawning
08:11:01,0.266,0.87,6.46,Yawning
08:11:01,0.274,0.805,6.25,Yawning
08:11:01,0.177,0.784,4.83,Eyes Closed
08:11:01,0.189,0.833,4.04,Eyes Closed
08:11:01,0.203,0.812,4.33,Eyes Closed
08:11:01,0.238,0.854,3.52,Eyes Closed
08:11:01,0.248,0.884,3.54,Eyes Closed
08:11:01,0.237,0.844,4.17,Eyes Closed
08:11:01,0.249,0.85,3.56,Eyes Closed
08:11:01,0.239,0.856,4.42,Eyes Closed
08:11:01,0.266,0.855,5.03,Yawning
08:11:01,0.266,0.855,4.69,Yawning
08:11:01,0.25,0.849,5.25,Eyes Closed
08:11:01,0.256,0.873,6.08,Yawning
08:11:01,0.268,0.858,6.91,Yawning
08:11:01,0.261,0.857,6.91,Yawning
08:11:01,0.261,0.866,6.63,Yawning
08:11:01,0.28,0.866,6.08,Yawning
08:11:01,0.256,0.849,6.88,Yawning
08:11:01,0.269,0.848,7.41,Yawning
08:11:01,0.282,0.881,6.81,Yawning
08:11:01,0.282,0.904,6.59,Yawning
08:11:01,0.263,0.888,5.96,Yawning
08:11:02,0.277,0.875,6.53,Yawning
08:11:02,0.295,0.87,5.99,Yawning
08:11:02,0.287,0.862,6.22,Yawning
08:11:02,0.279,0.844,7.3,Yawning
08:11:02,0.282,0.869,6.43,Yawning
08:11:02,0.306,0.901,5.65,Yawning
08:11:02,0.279,0.909,6.99,Yawning
08:11:02,0.294,0.856,5.91,Yawning
08:11:02,0.3,0.835,6.68,Yawning
08:11:02,0.301,0.839,6.19,Yawning
08:11:02,0.3,0.814,5.57,Yawning
08:11:02,0.297,0.811,5.63,Yawning
08:11:02,0.296,0.857,5.32,Yawning
08:11:02,0.293,0.865,5.6,Yawning
08:11:02,0.29,0.837,5.32,Yawning
08:11:02,0.288,0.816,5.6,Yawning
08:11:02,0.302,0.799,4.76,Yawning
08:11:02,0.278,0.826,4.74,Yawning
08:11:02,0.293,0.804,5.32,Yawning
08:11:02,0.28,0.831,4.74,Yawning
08:11:02,0.275,0.8,5.27,Yawning
08:11:02,0.299,0.805,4.18,Yawning
08:11:02,0.303,0.819,3.89,Yawning
08:11:02,0.28,0.81,4.48,Yawning
08:11:02,0.277,0.841,3.65,Yawning
08:11:02,0.276,0.847,4.18,Yawning
08:11:02,0.276,0.855,3.63,Yawning
08:11:02,0.27,0.873,3.33,Yawning
08:11:02,0.268,0.868,3.59,Yawning
08:11:02,0.267,0.865,3.61,Yawning
08:11:03,0.268,0.873,3.33,Yawning
08:11:03,0.268,0.895,3.89,Yawning
08:11:03,0.256,0.903,3.89,Yawning
08:11:03,0.257,0.907,3.33,Yawning
08:11:03,0.269,0.905,3.07,Yawning
08:11:03,0.254,0.909,3.35,Yawning
08:11:03,0.272,0.897,2.79,Yawning
08:11:03,0.257,0.92,2.51,Yawning
08:11:03,0.245,0.917,1.96,Eyes Closed
08:11:03,0.257,0.905,1.12,Yawning
08:11:03,0.271,0.908,1.12,Yawning
08:11:03,0.263,0.919,1.13,Yawning
08:11:03,0.259,0.926,0.85,Yawning
08:11:03,0.261,0.925,0.56,Yawning
08:11:03,0.262,0.908,0.85,Yawning
08:11:03,0.259,0.921,0.28,Yawning
08:11:03,0.239,0.919,0.0,Eyes Closed
08:11:03,0.225,0.923,0.0,Eyes Closed
08:11:03,0.217,0.944,0.57,Eyes Closed
08:11:03,0.204,0.932,0.29,Eyes Closed
08:11:03,0.233,0.894,0.59,Eyes Closed
08:11:03,0.226,0.935,1.19,Eyes Closed
08:11:03,0.219,0.938,0.6,Eyes Closed
08:11:03,0.215,0.905,0.91,Eyes Closed
