Timestamp,EAR,MAR,Status
07:42:53,0.254,0.825,Drowsy / Yawning
07:42:53,0.189,0.816,Drowsy / Yawning
07:42:53,0.203,0.832,Drowsy / Yawning
07:42:53,0.217,0.835,Drowsy / Yawning
07:42:53,0.222,0.838,Drowsy / Yawning
07:42:53,0.242,0.827,Drowsy / Yawning
07:42:54,0.211,0.823,Drowsy / Yawning
07:42:54,0.208,0.826,Drowsy / Yawning
07:42:54,0.207,0.8,Drowsy / Yawning
07:42:54,0.222,0.818,Drowsy / Yawning
07:42:54,0.228,0.819,Drowsy / Yawning
07:42:54,0.254,0.807,Drowsy / Yawning
07:42:54,0.248,0.796,Drowsy / Yawning
07:42:54,0.239,0.814,Drowsy / Yawning
07:42:54,0.236,0.819,Drowsy / Yawning
07:42:54,0.24,0.856,Drowsy / Yawning
07:42:54,0.247,0.815,Drowsy / Yawning
07:42:54,0.238,0.817,Drowsy / Yawning
07:42:54,0.24,0.802,Drowsy / Yawning
07:42:54,0.243,0.8,Drowsy / Yawning
07:42:54,0.243,0.821,Drowsy / Yawning
07:42:54,0.244,0.804,Drowsy / Yawning
07:42:54,0.226,0.808,Drowsy / Yawning
07:42:54,0.247,0.79,Drowsy / Yawning
07:42:54,0.256,0.792,Drowsy / Yawning
07:42:54,0.259,0.789,Drowsy / Yawning
07:42:54,0.273,0.8,Drowsy / Yawning
07:42:54,0.281,0.807,Drowsy / Yawning
07:42:54,0.274,0.845,Drowsy / Yawning
07:42:54,0.266,0.799,Drowsy / Yawning
07:42:54,0.275,0.881,Drowsy / Yawning
07:42:54,0.264,0.811,Drowsy / Yawning
07:42:54,0.254,0.848,Drowsy / Yawning
07:42:54,0.252,0.838,Drowsy / Yawning
07:42:54,0.228,0.836,Drowsy / Yawning
07:42:54,0.201,0.799,Drowsy / Yawning
07:42:54,0.215,0.808,Drowsy / Yawning
07:42:55,0.229,0.858,Drowsy / Yawning
07:42:55,0.227,0.816,Drowsy / Yawning
07:42:55,0.229,0.81,Drowsy / Yawning
07:42:55,0.21,0.831,Drowsy / Yawning
07:42:55,0.232,0.861,Drowsy / Yawning
07:42:55,0.241,0.894,Drowsy / Yawning
07:42:55,0.244,0.836,Drowsy / Yawning
07:42:55,0.23,0.812,Drowsy / Yawning
07:42:55,0.248,0.963,Drowsy / Yawning
07:42:55,0.258,0.903,Drowsy / Yawning
07:42:55,0.22,0.922,Drowsy / Yawning
07:42:55,0.233,0.902,Drowsy / Yawning
07:42:55,0.186,0.915,Drowsy / Yawning
07:42:55,0.225,0.892,Drowsy / Yawning
07:42:55,0.219,0.875,Drowsy / Yawning
07:42:55,0.219,0.905,Drowsy / Yawning
07:42:55,0.222,0.953,Drowsy / Yawning
07:42:55,0.226,1.033,Drowsy / Yawning
07:42:55,0.2,1.051,Drowsy / Yawning
07:42:55,0.169,0.993,Drowsy / Yawning
07:42:55,0.163,0.953,Drowsy / Yawning
07:42:55,0.207,1.063,Drowsy / Yawning
07:42:55,0.211,1.057,Drowsy / Yawning
07:42:55,0.218,1.091,Drowsy / Yawning
07:42:55,0.236,1.068,Drowsy / Yawning
07:42:55,0.25,1.196,Drowsy / Yawning
07:42:55,0.248,1.122,Drowsy / Yawning
07:42:55,0.258,1.206,Drowsy / Yawning
07:42:55,0.249,1.242,Drowsy / Yawning
07:42:55,0.257,1.238,Drowsy / Yawning
07:42:56,0.254,1.118,Drowsy / Yawning
07:42:56,0.236,1.183,Drowsy / Yawning
07:42:56,0.246,1.262,Drowsy / Yawning
07:42:56,0.264,1.235,Drowsy / Yawning
07:42:56,0.232,1.245,Drowsy / Yawning
07:42:56,0.241,1.215,Drowsy / Yawning
07:42:56,0.245,1.235,Drowsy / Yawning
07:42:56,0.239,1.087,Drowsy / Yawning
07:42:56,0.251,1.156,Drowsy / Yawning
07:42:56,0.249,1.158,Drowsy / Yawning
07:42:56,0.246,1.168,Drowsy / Yawning
07:42:56,0.238,1.224,Drowsy / Yawning
07:42:56,0.251,1.126,Drowsy / Yawning
07:42:56,0.25,1.2,Drowsy / Yawning
07:42:56,0.254,1.201,Drowsy / Yawning
07:42:56,0.262,1.173,Drowsy / Yawning
07:42:56,0.236,1.079,Drowsy / Yawning
07:42:56,0.252,1.196,Drowsy / Yawning
07:42:56,0.261,1.116,Drowsy / Yawning
07:42:56,0.262,1.08,Drowsy / Yawning
07:42:56,0.257,1.103,Drowsy / Yawning
07:42:56,0.245,0.971,Drowsy / Yawning
07:42:56,0.268,1.023,Drowsy / Yawning
07:42:56,0.285,1.089,Drowsy / Yawning
07:42:56,0.269,0.961,Drowsy / Yawning
07:42:56,0.266,0.951,Drowsy / Yawning
07:42:56,0.255,0.89,Drowsy / Yawning
07:42:56,0.268,0.934,Drowsy / Yawning
07:42:56,0.275,0.909,Drowsy / Yawning
07:42:56,0.272,0.954,Drowsy / Yawning
07:42:56,0.27,0.927,Drowsy / Yawning
07:42:57,0.291,0.878,Drowsy / Yawning
07:42:57,0.29,0.899,Drowsy / Yawning
07:42:57,0.295,0.855,Drowsy / Yawning
07:42:57,0.299,0.85,Drowsy / Yawning
07:42:57,0.303,0.833,Drowsy / Yawning
07:42:57,0.3,0.779,Drowsy / Yawning
07:42:57,0.298,0.813,Drowsy / Yawning
07:42:57,0.302,0.851,Drowsy / Yawning
07:42:57,0.306,0.867,Drowsy / Yawning
07:42:57,0.295,0.912,Drowsy / Yawning
07:42:57,0.294,0.888,Drowsy / Yawning
07:42:57,0.294,0.96,Drowsy / Yawning
07:42:57,0.188,0.887,Drowsy / Yawning
07:42:57,0.151,0.945,Drowsy / Yawning
07:42:57,0.146,0.914,Drowsy / Yawning
07:42:57,0.182,0.933,Drowsy / Yawning
07:42:57,0.229,0.959,Drowsy / Yawning
07:42:57,0.221,1.052,Drowsy / Yawning
07:42:57,0.254,1.05,Drowsy / Yawning
07:42:57,0.26,1.077,Drowsy / Yawning
07:42:57,0.255,0.99,Drowsy / Yawning
07:42:57,0.243,0.936,Drowsy / Yawning
07:42:57,0.243,0.998,Drowsy / Yawning
07:42:57,0.254,1.098,Drowsy / Yawning
07:42:57,0.249,0.991,Drowsy / Yawning
07:42:57,0.226,0.96,Drowsy / Yawning
07:42:57,0.244,0.969,Drowsy / Yawning
07:42:57,0.243,1.021,Drowsy / Yawning
07:42:57,0.269,1.139,Drowsy / Yawning
07:42:58,0.255,0.975,Drowsy / Yawning
07:42:58,0.259,1.033,Drowsy / Yawning
07:42:58,0.268,1.042,Drowsy / Yawning
07:42:58,0.267,1.041,Drowsy / Yawning
07:42:58,0.263,1.094,Drowsy / Yawning
07:42:58,0.263,1.083,Drowsy / Yawning
07:42:58,0.272,0.967,Drowsy / Yawning
07:42:58,0.273,0.98,Drowsy / Yawning
07:42:58,0.271,1.074,Drowsy / Yawning
07:42:58,0.255,1.022,Drowsy / Yawning
07:42:58,0.259,1.106,Drowsy / Yawning
07:42:58,0.256,1.006,Drowsy / Yawning
07:42:58,0.248,1.062,Drowsy / Yawning
07:42:58,0.268,0.985,Drowsy / Yawning
07:42:58,0.264,0.998,Drowsy / Yawning
07:42:58,0.284,0.956,Drowsy / Yawning
07:42:58,0.258,0.853,Drowsy / Yawning
07:42:58,0.274,0.988,Drowsy / Yawning
07:42:58,0.264,0.928,Drowsy / Yawning
07:42:58,0.261,0.942,Drowsy / Yawning
07:42:58,0.269,0.915,Drowsy / Yawning
07:42:58,0.274,0.884,Drowsy / Yawning
07:42:58,0.275,0.894,Drowsy / Yawning
07:42:58,0.277,0.827,Drowsy / Yawning
07:42:58,0.267,0.861,Drowsy / Yawning
07:42:58,0.213,0.884,Drowsy / Yawning
07:42:58,0.178,0.949,Drowsy / Yawning
07:42:58,0.134,0.885,Drowsy / Yawning
07:42:58,0.136,0.951,Drowsy / Yawning
07:42:58,0.176,0.896,Drowsy / Yawning
07:42:59,0.206,0.958,Drowsy / Yawning
07:42:59,0.224,1.006,Drowsy / Yawning
07:42:59,0.238,0.908,Drowsy / Yawning
07:42:59,0.247,0.888,Drowsy / Yawning
07:42:59,0.256,0.906,Drowsy / Yawning
07:42:59,0.254,0.956,Drowsy / Yawning
07:42:59,0.258,0.935,Drowsy / Yawning
07:42:59,0.243,0.973,Drowsy / Yawning
07:42:59,0.243,0.965,Drowsy / Yawning
07:42:59,0.252,0.944,Drowsy / Yawning
07:42:59,0.258,0.97,Drowsy / Yawning
07:42:59,0.28,0.901,Drowsy / Yawning
07:42:59,0.303,0.91,Drowsy / Yawning
07:42:59,0.295,0.886,Drowsy / Yawning
07:42:59,0.288,0.953,Drowsy / Yawning
07:42:59,0.306,0.909,Drowsy / Yawning
07:42:59,0.298,0.967,Drowsy / Yawning
07:42:59,0.317,0.965,Drowsy / Yawning
07:42:59,0.29,0.977,Drowsy / Yawning
07:42:59,0.29,0.992,Drowsy / Yawning
07:42:59,0.282,0.927,Drowsy / Yawning
07:42:59,0.263,0.967,Drowsy / Yawning
07:42:59,0.257,0.967,Drowsy / Yawning
07:42:59,0.269,0.854,Drowsy / Yawning
07:42:59,0.249,0.889,Drowsy / Yawning
07:42:59,0.268,0.89,Drowsy / Yawning
07:42:59,0.267,0.998,Drowsy / Yawning
07:42:59,0.248,1.121,Drowsy / Yawning
07:42:59,0.265,0.928,Drowsy / Yawning
07:42:59,0.253,1.022,Drowsy / Yawning
07:43:00,0.261,0.878,Drowsy / Yawning
07:43:00,0.258,0.924,Drowsy / Yawning
07:43:00,0.245,0.916,Drowsy / Yawning
07:43:00,0.255,1.008,Drowsy / Yawning
07:43:00,0.251,0.939,Drowsy / Yawning
07:43:00,0.262,1.092,Drowsy / Yawning
07:43:00,0.262,1.078,Drowsy / Yawning
07:43:00,0.265,1.027,Drowsy / Yawning
07:43:00,0.287,1.062,Drowsy / Yawning
07:43:00,0.249,0.94,Drowsy / Yawning
07:43:00,0.267,0.92,Drowsy / Yawning
07:43:00,0.271,0.967,Drowsy / Yawning
07:43:00,0.264,1.007,Drowsy / Yawning
07:43:00,0.26,0.925,Drowsy / Yawning
07:43:00,0.279,1.002,Drowsy / Yawning
07:43:00,0.269,0.906,Drowsy / Yawning
07:43:00,0.266,0.905,Drowsy / Yawning
07:43:00,0.272,0.964,Drowsy / Yawning
07:43:00,0.258,1.012,Drowsy / Yawning
07:43:00,0.264,1.019,Drowsy / Yawning
07:43:00,0.258,0.982,Drowsy / Yawning
07:43:00,0.25,1.093,Drowsy / Yawning
07:43:00,0.261,1.081,Drowsy / Yawning
07:43:00,0.252,1.133,Drowsy / Yawning
07:43:00,0.242,1.182,Drowsy / Yawning
07:43:00,0.243,1.005,Drowsy / Yawning
07:43:00,0.261,1.077,Drowsy / Yawning
07:43:00,0.264,1.139,Drowsy / Yawning
07:43:00,0.261,1.145,Drowsy / Yawning
