Timestamp,EAR,MAR,HeadTilt,Status
08:06:45,0.285,0.868,12.37,Yawning
08:06:45,0.281,0.839,12.71,Yawning
08:06:45,0.279,0.872,12.89,Yawning
08:06:45,0.271,0.834,13.07,Yawning
08:06:45,0.274,0.818,12.31,Yawning
08:06:45,0.276,0.858,12.89,Yawning
08:06:45,0.284,0.838,12.31,Yawning
08:06:45,0.28,0.908,13.55,Yawning
08:06:45,0.274,0.932,12.38,Yawning
08:06:45,0.277,0.918,13.22,Yawning
08:06:45,0.281,0.822,12.31,Yawning
08:06:45,0.29,0.829,13.71,Yawning
08:06:45,0.268,0.888,12.17,Yawning
08:06:45,0.3,0.879,12.24,Yawning
08:06:46,0.289,0.807,12.17,Yawning
08:06:46,0.281,0.827,12.42,Yawning
08:06:46,0.276,0.85,13.64,Yawning
08:06:46,0.285,0.883,13.39,Yawning
08:06:46,0.287,0.834,12.82,Yawning
08:06:46,0.285,0.851,13.47,Yawning
08:06:46,0.275,0.821,12.35,Yawning
08:06:46,0.285,0.851,12.35,Yawning
08:06:46,0.293,0.826,13.14,Yawning
08:06:46,0.285,0.907,13.07,Yawning
08:06:46,0.287,0.848,13.07,Yawning
08:06:46,0.294,0.864,13.3,Yawning
08:06:46,0.298,0.854,13.55,Yawning
08:06:46,0.296,0.84,12.49,Yawning
08:06:46,0.299,0.861,12.89,Yawning
08:06:46,0.315,0.96,12.97,Yawning
08:06:46,0.268,0.83,13.95,Yawning
08:06:46,0.306,0.871,12.64,Yawning
08:06:46,0.298,0.834,12.89,Yawning
08:06:46,0.299,0.859,12.64,Yawning
08:06:46,0.286,0.904,12.24,Yawning
08:06:46,0.281,0.853,12.24,Yawning
08:06:46,0.316,0.908,10.7,Yawning
08:06:46,0.323,0.878,11.98,Yawning
08:06:46,0.293,0.866,12.79,Yawning
08:06:46,0.302,0.845,9.75,Yawning
08:06:46,0.3,0.86,9.69,Yawning
08:06:46,0.308,0.895,12.26,Yawning
08:06:46,0.3,0.828,12.26,Yawning
08:06:46,0.301,0.884,12.19,Yawning
08:06:47,0.299,0.907,11.85,Yawning
08:06:47,0.301,0.874,11.11,Yawning
08:06:47,0.308,0.854,11.78,Yawning
08:06:47,0.265,0.839,11.91,Yawning
08:06:47,0.267,0.85,12.31,Yawning
08:06:47,0.265,0.897,12.09,Yawning
08:06:47,0.294,0.84,12.17,Yawning
08:06:47,0.288,0.861,12.75,Yawning
08:06:47,0.288,0.852,12.49,Yawning
08:06:47,0.295,0.822,13.22,Yawning
08:06:47,0.298,0.857,13.55,Yawning
08:06:47,0.29,0.855,11.91,Yawning
08:06:47,0.31,0.881,12.31,Yawning
08:06:47,0.299,0.885,13.87,Yawning
08:06:47,0.287,0.824,12.97,Yawning
08:06:47,0.271,0.876,12.24,Yawning
08:06:47,0.213,0.835,13.3,Eyes Closed
08:06:47,0.187,0.78,13.55,Eyes Closed
08:06:47,0.214,0.854,12.09,Eyes Closed
08:06:47,0.236,0.815,11.44,Eyes Closed
08:06:47,0.256,0.808,9.57,Yawning
08:06:47,0.256,0.803,9.35,Yawning
08:06:47,0.262,0.901,9.3,Yawning
08:06:47,0.249,0.853,9.25,Eyes Closed
08:06:47,0.263,0.965,7.75,Yawning
08:06:47,0.269,0.849,6.71,Yawning
08:06:47,0.268,0.846,6.12,Yawning
08:06:47,0.258,0.882,3.77,Yawning
08:06:47,0.256,0.954,2.69,Yawning
08:06:47,0.284,1.039,2.39,Yawning
08:06:48,0.284,0.866,1.05,Yawning
08:06:48,0.276,1.04,0.0,Yawning
08:06:48,0.273,1.039,0.34,Yawning
08:06:48,0.258,0.931,2.08,Yawning
08:06:48,0.273,0.948,4.88,Yawning
08:06:48,0.273,0.823,4.76,Yawning
08:06:48,0.281,0.912,5.78,Yawning
08:06:48,0.262,0.876,7.42,Yawning
08:06:48,0.241,0.804,7.34,Eyes Closed
08:06:48,0.267,0.82,9.01,Yawning
08:06:48,0.267,0.861,7.84,Yawning
08:06:48,0.266,0.875,9.18,Yawning
08:06:48,0.279,0.86,9.18,Yawning
08:06:48,0.289,0.833,8.04,Yawning
08:06:48,0.293,0.877,7.94,Yawning
08:06:48,0.283,0.806,8.27,Yawning
08:06:48,0.277,0.853,8.65,Yawning
08:06:48,0.289,0.835,9.35,Yawning
08:06:48,0.311,0.84,8.92,Yawning
08:06:48,0.291,0.825,7.49,Yawning
08:06:48,0.286,0.822,8.8,Yawning
08:06:48,0.293,0.83,8.13,Yawning
08:06:48,0.27,0.838,6.04,Yawning
08:06:48,0.277,0.834,6.41,Yawning
08:06:48,0.283,0.809,6.34,Yawning
08:06:48,0.297,0.804,6.83,Yawning
08:06:48,0.277,0.835,6.45,Yawning
08:06:48,0.293,0.838,6.63,Yawning
08:06:48,0.263,0.799,5.74,Yawning
08:06:48,0.283,0.834,5.35,Yawning
08:06:48,0.265,0.808,4.6,Yawning
08:06:49,0.301,0.821,5.74,Yawning
08:06:49,0.278,0.838,4.82,Yawning
08:06:49,0.294,0.842,5.68,Yawning
08:06:49,0.292,0.839,4.65,Yawning
08:06:49,0.286,0.842,5.35,Yawning
08:06:49,0.295,0.835,4.98,Yawning
08:06:49,0.283,0.808,3.7,Yawning
08:06:49,0.282,0.889,3.72,Yawning
08:06:49,0.287,0.83,3.66,Yawning
08:06:49,0.274,0.861,2.94,Yawning
08:06:49,0.278,0.819,3.0,Yawning
08:06:49,0.284,0.858,2.98,Yawning
08:06:49,0.271,0.906,3.31,Yawning
08:06:49,0.249,0.797,3.99,Eyes Closed
08:06:49,0.241,0.812,3.05,Eyes Closed
08:06:49,0.228,0.814,3.07,Eyes Closed
08:06:49,0.239,0.861,3.08,Eyes Closed
08:06:49,0.218,0.813,2.07,Eyes Closed
08:06:49,0.235,0.803,3.16,Eyes Closed
08:06:49,0.264,0.891,1.76,Yawning
08:06:49,0.244,0.925,1.41,Eyes Closed
08:06:49,0.238,0.973,0.72,Eyes Closed
08:06:49,0.246,0.987,0.0,Eyes Closed
08:06:49,0.254,0.899,0.36,Yawning
08:06:49,0.261,0.949,0.36,Yawning
08:06:49,0.242,0.89,0.36,Eyes Closed
08:06:49,0.248,0.781,0.36,Eyes Closed
08:06:49,0.252,0.808,2.79,Yawning
08:06:49,0.238,0.874,2.15,Eyes Closed
08:06:49,0.255,0.937,4.94,Yawning
08:06:50,0.28,0.922,5.32,Yawning
08:06:50,0.285,0.951,6.3,Yawning
08:06:50,0.243,0.901,6.61,Eyes Closed
08:06:50,0.252,0.877,6.23,Yawning
08:06:50,0.249,0.946,8.04,Eyes Closed
08:06:50,0.27,0.918,8.95,Yawning
08:06:50,0.263,0.851,9.52,Yawning
08:06:50,0.252,0.816,10.07,Yawning
08:06:50,0.247,0.839,9.46,Eyes Closed
08:06:50,0.266,0.844,11.84,Yawning
08:06:50,0.267,0.818,10.28,Yawning
08:06:50,0.26,0.862,10.54,Yawning
08:06:50,0.281,0.808,10.99,Yawning
08:06:50,0.251,0.839,11.82,Yawning
08:06:50,0.272,0.841,10.6,Yawning
08:06:50,0.274,0.804,10.6,Yawning
08:06:50,0.283,0.846,11.89,Yawning
08:06:50,0.275,0.781,10.33,Yawning
08:06:50,0.262,0.785,11.7,Yawning
08:06:50,0.267,0.822,11.63,Yawning
08:06:50,0.262,0.835,12.42,Yawning
08:06:50,0.263,0.856,10.85,Yawning
08:06:50,0.267,0.816,12.28,Yawning
08:06:50,0.274,0.816,11.51,Yawning
08:06:50,0.266,0.828,12.17,Yawning
08:06:50,0.261,0.83,12.17,Yawning
08:06:50,0.257,0.781,12.09,Yawning
08:06:50,0.262,0.85,11.7,Yawning
08:06:50,0.264,0.777,11.38,Yawning
08:06:51,0.224,0.81,11.25,Eyes Closed
08:06:51,0.224,0.805,11.7,Eyes Closed
08:06:51,0.257,0.797,12.21,Yawning
08:06:51,0.257,0.816,11.25,Yawning
08:06:51,0.271,0.805,10.22,Yawning
08:06:51,0.232,0.805,11.05,Eyes Closed
08:06:51,0.268,0.816,10.39,Yawning
08:06:51,0.259,0.803,10.22,Yawning
08:06:51,0.272,0.796,11.31,Yawning
08:06:51,0.27,0.822,10.99,Yawning
08:06:51,0.252,0.81,10.07,Yawning
08:06:51,0.245,0.785,12.14,Eyes Closed
08:06:51,0.271,0.828,11.38,Yawning
08:06:51,0.265,0.776,10.66,Yawning
08:06:51,0.254,0.798,11.44,Yawning
08:06:51,0.257,0.844,10.99,Yawning
08:06:51,0.256,0.786,11.77,Yawning
08:06:51,0.264,0.823,12.03,Yawning
08:06:51,0.267,0.779,12.49,Yawning
