Timestamp,EAR,MAR,Status
07:40:54,0.144,0.817,Drowsy / Yawning
07:40:54,0.141,0.848,Drowsy / Yawning
07:40:54,0.152,0.795,Drowsy / Yawning
07:40:54,0.184,0.825,Drowsy / Yawning
07:40:54,0.196,0.788,Drowsy / Yawning
07:40:54,0.189,0.761,Drowsy / Yawning
07:40:54,0.21,0.804,Drowsy / Yawning
07:40:54,0.251,0.861,Drowsy / Yawning
07:40:54,0.246,0.84,Drowsy / Yawning
07:40:54,0.262,0.891,Drowsy / Yawning
07:40:54,0.281,0.892,Drowsy / Yawning
07:40:54,0.285,0.841,Drowsy / Yawning
07:40:54,0.285,0.894,Drowsy / Yawning
07:40:54,0.301,0.934,Drowsy / Yawning
07:40:54,0.306,0.895,Drowsy / Yawning
07:40:54,0.305,1.007,Drowsy / Yawning
07:40:55,0.29,0.907,Drowsy / Yawning
07:40:55,0.302,0.921,Drowsy / Yawning
07:40:55,0.319,0.928,Drowsy / Yawning
07:40:55,0.313,1.017,Drowsy / Yawning
07:40:55,0.306,0.999,Drowsy / Yawning
07:40:55,0.294,0.881,Drowsy / Yawning
07:40:55,0.317,0.893,Drowsy / Yawning
07:40:55,0.307,0.936,Drowsy / Yawning
07:40:55,0.303,1.002,Drowsy / Yawning
07:40:55,0.309,0.92,Drowsy / Yawning
07:40:55,0.309,0.906,Drowsy / Yawning
07:40:55,0.297,0.925,Drowsy / Yawning
07:40:55,0.309,0.868,Drowsy / Yawning
07:40:55,0.305,0.879,Drowsy / Yawning
07:40:55,0.314,0.872,Drowsy / Yawning
07:40:55,0.305,0.872,Drowsy / Yawning
07:40:55,0.3,0.898,Drowsy / Yawning
07:40:55,0.269,0.878,Drowsy / Yawning
07:40:55,0.2,0.946,Drowsy / Yawning
07:40:55,0.139,0.854,Drowsy / Yawning
07:40:55,0.157,0.935,Drowsy / Yawning
07:40:55,0.183,0.916,Drowsy / Yawning
07:40:55,0.142,0.907,Drowsy / Yawning
07:40:55,0.149,0.864,Drowsy / Yawning
07:40:55,0.201,0.839,Drowsy / Yawning
07:40:55,0.158,0.935,Drowsy / Yawning
07:40:55,0.151,0.871,Drowsy / Yawning
07:40:55,0.208,0.89,Drowsy / Yawning
07:40:55,0.211,0.905,Drowsy / Yawning
07:40:55,0.21,0.85,Drowsy / Yawning
07:40:56,0.234,0.861,Drowsy / Yawning
07:40:56,0.255,0.873,Drowsy / Yawning
07:40:56,0.27,0.873,Drowsy / Yawning
07:40:56,0.283,0.835,Drowsy / Yawning
07:40:56,0.286,0.86,Drowsy / Yawning
07:40:56,0.294,0.874,Drowsy / Yawning
07:40:56,0.282,0.879,Drowsy / Yawning
07:40:56,0.294,0.97,Drowsy / Yawning
07:40:56,0.286,0.875,Drowsy / Yawning
07:40:56,0.28,0.862,Drowsy / Yawning
07:40:56,0.298,0.898,Drowsy / Yawning
07:40:56,0.295,0.855,Drowsy / Yawning
07:40:56,0.281,0.867,Drowsy / Yawning
07:40:56,0.289,0.838,Drowsy / Yawning
07:40:56,0.294,0.854,Drowsy / Yawning
07:40:56,0.301,0.875,Drowsy / Yawning
07:40:56,0.301,0.878,Drowsy / Yawning
07:40:56,0.29,0.868,Drowsy / Yawning
07:40:56,0.297,0.855,Drowsy / Yawning
07:40:56,0.286,0.885,Drowsy / Yawning
07:40:56,0.296,0.909,Drowsy / Yawning
07:40:56,0.301,0.848,Drowsy / Yawning
07:40:56,0.291,0.896,Drowsy / Yawning
07:40:56,0.305,0.898,Drowsy / Yawning
07:40:56,0.293,0.886,Drowsy / Yawning
07:40:56,0.301,0.9,Drowsy / Yawning
